code,long_title,precision,recall,f1,tp,fp,fn,test_count,train_frequency
K95.89,Other complications of other bariatric procedure,0.24242424235078053,0.38095238077097504,0.2962962914334706,8,25,13,21,61.0
L01.00,"Impetigo, unspecified",0.8333333319444445,0.9999999980000001,0.909090902479339,5,1,0,5,24.0
L01.09,Other impetigo,0.0,0.0,0.0,0,3,2,2,7.0
L02.01,Cutaneous abscess of face,0.2727272724793388,0.49999999916666665,0.3529411714878893,3,8,3,6,27.0
L02.11,Cutaneous abscess of neck,0.347826086805293,0.5714285710204081,0.43243242749452154,8,15,6,14,50.0
L02.211,Cutaneous abscess of abdominal wall,0.5454545453553719,0.6666666665185185,0.5999999949300001,30,25,15,45,169.0
L02.212,"Cutaneous abscess of back [any part, except buttock]",0.49999999875,0.24999999968749997,0.33333332833333335,2,2,6,8,36.0
L02.213,Cutaneous abscess of chest wall,0.7999999984,0.6666666655555555,0.7272727209917357,4,1,2,6,25.0
L02.214,Cutaneous abscess of groin,0.4117647056401384,0.6999999992999999,0.5185185134705076,7,10,3,10,40.0
L02.215,Cutaneous abscess of perineum,0.4999999975,0.249999999375,0.33333332777777785,1,1,3,4,22.0
L02.31,Cutaneous abscess of buttock,0.6470588231487889,0.7333333328444444,0.6874999945898438,11,6,4,15,77.0
L02.411,Cutaneous abscess of right axilla,0.9999999900000002,0.3333333322222222,0.49999999375000004,1,0,2,3,15.0
L02.412,Cutaneous abscess of left axilla,0.33333333277777777,0.999999995,0.49999999500000003,2,4,0,2,11.0
L02.413,Cutaneous abscess of right upper limb,0.3333333331746032,0.5833333328472222,0.42424241935720847,7,14,5,12,63.0
L02.414,Cutaneous abscess of left upper limb,0.449999999775,0.5999999996,0.5142857090938776,9,11,6,15,55.0
L02.415,Cutaneous abscess of right lower limb,0.5714285711564626,0.6666666662962962,0.6153846100986194,12,9,6,18,86.0
L02.416,Cutaneous abscess of left lower limb,0.47826086935727785,0.5238095235600907,0.49999999478305784,11,12,10,21,73.0
L02.511,Cutaneous abscess of right hand,0.49999999949999996,0.6249999992187499,0.5555555500000001,5,5,3,8,42.0
L02.512,Cutaneous abscess of left hand,0.374999999765625,0.6666666659259258,0.47999999500800006,6,10,3,9,40.0
L02.611,Cutaneous abscess of right foot,0.3999999996,0.30769230745562126,0.34782608173913043,4,6,9,13,65.0
L02.612,Cutaneous abscess of left foot,0.6249999992187499,0.45454545413223135,0.5263157840443214,5,3,6,11,50.0
L02.811,"Cutaneous abscess of head [any part, except face]",0.0,0.0,0.0,0,1,2,2,12.0
L03.011,Cellulitis of right finger,0.3749999998828125,0.7999999994666667,0.5106382933091898,12,20,3,15,53.0
L03.012,Cellulitis of left finger,0.21428571420918366,0.6666666659259258,0.32432432046749454,6,22,3,9,43.0
L03.031,Cellulitis of right toe,0.3333333332222222,0.47619047596371883,0.39215685774702036,10,20,11,21,94.0
L03.032,Cellulitis of left toe,0.44186046501352083,0.6551724135671819,0.5277777728202161,19,24,10,29,98.0
L03.111,Cellulitis of right axilla,0.49999999875,0.6666666644444444,0.5714285648979592,2,2,1,3,14.0
L03.113,Cellulitis of right upper limb,0.5866666665884445,0.8301886790886436,0.6874999950402833,44,31,9,53,242.0
L03.114,Cellulitis of left upper limb,0.5769230768491125,0.7894736840720221,0.666666661688889,45,33,12,57,206.0
L03.115,Cellulitis of right lower limb,0.7058823529034287,0.725274725234875,0.7154471494336853,132,55,50,182,843.0
L03.116,Cellulitis of left lower limb,0.7936507936088015,0.7462686566792901,0.7692307641960553,150,39,51,201,879.0
L03.119,Cellulitis of unspecified part of limb,0.0,0.0,0.0,0,0,3,3,16.0
L03.211,Cellulitis of face,0.5714285712244898,0.6666666663888888,0.6153846101775148,16,12,8,24,82.0
L03.213,Periorbital cellulitis,0.6428571423979591,0.749999999375,0.6923076868047338,9,5,3,12,57.0
L03.221,Cellulitis of neck,0.7777777769135802,0.5833333328472222,0.6666666611337869,7,2,5,12,51.0
L03.311,Cellulitis of abdominal wall,0.5909090907747934,0.5416666665538195,0.5652173861909264,26,18,22,48,230.0
L03.312,Cellulitis of back [any part except buttock],0.5999999988,0.4285714279591837,0.4999999943055557,3,2,4,7,31.0
L03.313,Cellulitis of chest wall,0.470588235017301,0.5714285710204081,0.5161290269719043,8,9,6,14,61.0
L03.314,Cellulitis of groin,0.26666666648888887,0.4444444439506172,0.33333332836805557,4,11,5,9,43.0
L03.315,Cellulitis of perineum,0.0,0.0,0.0,0,0,2,2,11.0
L03.317,Cellulitis of buttock,0.4444444439506172,0.4444444439506172,0.4444444389506173,4,5,5,9,44.0
L03.319,"Cellulitis of trunk, unspecified",0.0,0.0,0.0,0,1,4,4,20.0
L03.811,"Cellulitis of head [any part, except face]",0.9999999900000002,0.4999999975,0.6666666577777778,1,0,1,2,11.0
L03.818,Cellulitis of other sites,0.0,0.0,0.0,0,0,3,3,13.0
L03.90,"Cellulitis, unspecified",0.0,0.0,0.0,0,0,3,3,17.0
L05.91,Pilonidal cyst without abscess,0.0,0.0,0.0,0,1,3,3,13.0
L08.0,Pyoderma,0.0,0.0,0.0,0,0,3,3,11.0
L08.89,Other specified local infections of the skin and subcutaneous tissue,0.0,0.0,0.0,0,0,14,14,33.0
L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",0.3333333322222222,0.031249999990234374,0.05714285554285718,1,2,31,32,122.0
L11.1,Transient acantholytic dermatosis [Grover],0.9999999975,0.49999999937499995,0.6666666611111112,4,0,4,8,23.0
L12.0,Bullous pemphigoid,0.6666666663492063,0.9999999992857143,0.7999999947428571,14,7,0,14,56.0
L20.9,"Atopic dermatitis, unspecified",0.5454545449586776,0.4999999995833333,0.5217391249905482,6,5,6,12,30.0
L21.8,Other seborrheic dermatitis,0.0,0.0,0.0,0,3,3,3,8.0
L21.9,"Seborrheic dermatitis, unspecified",0.666666666111111,0.4999999996875,0.571428566122449,8,4,8,16,76.0
L23.1,Allergic contact dermatitis due to adhesives,0.0,0.0,0.0,0,0,3,3,12.0
L23.7,"Allergic contact dermatitis due to plants, except food",0.9999999900000002,0.4999999975,0.6666666577777778,1,0,1,2,7.0
L23.9,"Allergic contact dermatitis, unspecified cause",0.4999999975,0.3333333322222222,0.39999999360000005,1,1,2,3,15.0
L24.89,Irritant contact dermatitis due to other agents,0.0,0.0,0.0,0,0,4,4,21.0
L24.9,"Irritant contact dermatitis, unspecified cause",0.49999999875,0.3999999992,0.4444444385185186,2,2,3,5,25.0
L25.8,Unspecified contact dermatitis due to other agents,0.0,0.0,0.0,0,6,4,4,18.0
L25.9,"Unspecified contact dermatitis, unspecified cause",0.3846153843195266,0.29411764688581316,0.33333332820000006,5,8,12,17,85.0
L27.0,Generalized skin eruption due to drugs and medicaments taken internally,0.549999999945,0.5445544553916283,0.5472636765377095,55,45,46,101,500.0
L27.1,Localized skin eruption due to drugs and medicaments taken internally,0.0,0.0,0.0,0,1,36,36,129.0
L28.0,Lichen simplex chronicus,0.5999999988,0.4285714279591837,0.4999999943055557,3,2,4,7,30.0
L28.1,Prurigo nodularis,0.28571428551020406,0.6666666655555555,0.3999999954,4,10,2,6,21.0
L29.2,Pruritus vulvae,0.0,0.0,0.0,0,0,2,2,8.0
L29.8,Other pruritus,0.22727272716942148,0.1282051281722551,0.1639344215640958,5,17,34,39,120.0
L29.9,"Pruritus, unspecified",0.4874999999390625,0.37499999996394234,0.4239130385172496,39,41,65,104,465.0
L30.4,Erythema intertrigo,0.549999999725,0.47826086935727785,0.5116279017631152,11,9,12,23,103.0
L30.8,Other specified dermatitis,0.0,0.0,0.0,0,7,19,19,57.0
L30.9,"Dermatitis, unspecified",0.5443037973994552,0.41346153842178257,0.46994535023321093,43,36,61,104,353.0
L40.0,Psoriasis vulgaris,0.3333333331111111,0.6249999992187499,0.43478260378071826,5,10,3,8,39.0
L40.4,Guttate psoriasis,0.4999999975,0.9999999900000002,0.6666666577777778,1,1,0,1,7.0
L40.50,"Arthropathic psoriasis, unspecified",0.8208955222655381,0.9322033896725079,0.8730158678974554,55,12,4,59,276.0
L40.8,Other psoriasis,0.0,0.0,0.0,0,0,5,5,19.0
L40.9,"Psoriasis, unspecified",0.43269230767843936,0.838509316718105,0.5708245197983275,135,177,26,161,590.0
L43.9,"Lichen planus, unspecified",0.6666666644444444,0.49999999875,0.5714285648979592,2,1,2,4,15.0
L50.0,Allergic urticaria,0.22857142850612244,0.666666666111111,0.3404255279674061,8,27,4,12,65.0
L50.1,Idiopathic urticaria,0.4444444439506172,0.9999999975,0.6153846101775148,4,5,0,4,6.0
L50.8,Other urticaria,0.1999999998,0.2857142853061225,0.23529411252595167,2,8,5,7,31.0
L50.9,"Urticaria, unspecified",0.26666666648888887,0.3999999996,0.319999994944,4,11,6,10,47.0
L51.1,Stevens-Johnson syndrome,0.999999995,0.999999995,0.9999999900000001,2,0,0,2,10.0
L52,Erythema nodosum,0.6666666644444444,0.6666666644444444,0.6666666594444445,2,1,1,3,20.0
L53.8,Other specified erythematous conditions,0.16666666638888888,0.09090909082644627,0.11764705411764723,1,5,10,11,43.0
L53.9,"Erythematous condition, unspecified",0.0,0.0,0.0,0,13,31,31,103.0
L57.0,Actinic keratosis,0.6363636357851239,0.279999999888,0.38888888442901237,7,4,18,25,94.0
L57.4,Cutis laxa senilis,0.4999999975,0.4999999975,0.4999999925000001,1,1,1,2,11.0
L59.8,Other specified disorders of the skin and subcutaneous tissue related to radiation,0.4285714279591837,0.49999999916666665,0.4615384558579882,3,4,3,6,28.0
L60.0,Ingrowing nail,0.0,0.0,0.0,0,0,4,4,20.0
L60.3,Nail dystrophy,0.0,0.0,0.0,0,1,2,2,8.0
L60.8,Other nail disorders,0.0,0.0,0.0,0,1,1,1,8.0
L65.8,Other specified nonscarring hair loss,0.0,0.0,0.0,0,0,2,2,12.0
L65.9,"Nonscarring hair loss, unspecified",0.4444444439506172,0.49999999937499995,0.4705882297577854,4,5,4,8,42.0
L68.0,Hirsutism,0.16666666638888888,0.4999999975,0.24999999562500003,1,5,1,2,9.0
L70.0,Acne vulgaris,0.0,0.0,0.0,0,1,3,3,13.0
L70.9,"Acne, unspecified",0.3999999992,0.16666666652777776,0.23529411321799312,2,3,10,12,60.0
L71.9,"Rosacea, unspecified",0.6923076917751478,0.3913043476559546,0.4999999951080248,9,4,14,23,116.0
L72.0,Epidermal cyst,0.33333333277777777,0.49999999875,0.3999999944,2,4,2,4,14.0
L72.3,Sebaceous cyst,0.7999999984,0.9999999975,0.8888888819753088,4,1,0,4,19.0
L72.8,Other follicular cysts of the skin and subcutaneous tissue,0.0,0.0,0.0,0,0,1,1,8.0
L73.2,Hidradenitis suppurativa,0.6521739127599243,0.5769230767011834,0.61224489272803,15,8,11,26,129.0
L73.8,Other specified follicular disorders,0.3333333329629629,0.49999999916666665,0.3999999946666667,3,6,3,6,21.0
L73.9,"Follicular disorder, unspecified",0.624999999609375,0.49999999975,0.555555550308642,10,6,10,20,87.0
L74.0,Miliaria rubra,0.6666666644444444,0.1999999998,0.3076923036686391,2,1,8,10,25.0
L74.3,"Miliaria, unspecified",0.0,0.0,0.0,0,2,4,4,9.0
L76.02,Intraoperative hemorrhage and hematoma of skin and subcutaneous tissue complicating other procedure,0.0,0.0,0.0,0,0,2,2,9.0
L76.21,Postprocedural hemorrhage of skin and subcutaneous tissue following a dermatologic procedure,0.0,0.0,0.0,0,3,6,6,24.0
L76.22,Postprocedural hemorrhage of skin and subcutaneous tissue following other procedure,0.1999999996,0.030303030293847566,0.05263157663434913,1,4,32,33,149.0
L76.32,Postprocedural hematoma of skin and subcutaneous tissue following other procedure,0.46153846142011834,0.24324324321037255,0.318584066219751,18,21,56,74,326.0
L76.34,Postprocedural seroma of skin and subcutaneous tissue following other procedure,0.2857142856122449,0.36363636347107436,0.31999999494400005,8,20,14,22,104.0
L76.82,Other postprocedural complications of skin and subcutaneous tissue,0.0,0.0,0.0,0,0,7,7,32.0
L80,Vitiligo,0.149999999925,0.37499999953124996,0.21428571005102046,3,17,5,8,28.0
L81.4,Other melanin hyperpigmentation,0.0,0.0,0.0,0,1,2,2,9.0
L81.9,"Disorder of pigmentation, unspecified",0.0,0.0,0.0,0,0,1,1,11.0
L82.1,Other seborrheic keratosis,0.249999999375,0.049999999975,0.08333333048611122,1,3,19,20,86.0
L83,Acanthosis nigricans,0.0,0.0,0.0,0,1,2,2,11.0
L84,Corns and callosities,0.0,0.0,0.0,0,1,6,6,20.0
L85.3,Xerosis cutis,0.6666666644444444,0.2222222219753086,0.3333333290277778,2,1,7,9,45.0
L85.8,Other specified epidermal thickening,0.0,0.0,0.0,0,0,2,2,8.0
L85.9,"Epidermal thickening, unspecified",0.0,0.0,0.0,0,0,3,3,12.0
L88,Pyoderma gangrenosum,0.7307692304881657,0.8260869561625709,0.7755101987838402,19,7,4,23,60.0
L89.100,"Pressure ulcer of unspecified part of back, unstageable",0.0,0.0,0.0,0,0,2,2,11.0
L89.102,"Pressure ulcer of unspecified part of back, stage 2",0.0,0.0,0.0,0,0,2,2,9.0
L89.109,"Pressure ulcer of unspecified part of back, unspecified stage",0.0,0.0,0.0,0,0,2,2,8.0
L89.150,"Pressure ulcer of sacral region, unstageable",0.49999999977272724,0.1964285713934949,0.28205127792899415,11,11,45,56,238.0
L89.151,"Pressure ulcer of sacral region, stage 1",0.5714285710204081,0.26666666657777777,0.3636363591322314,8,6,22,30,97.0
L89.152,"Pressure ulcer of sacral region, stage 2",0.5492957745705218,0.4588235293577855,0.49999999497616715,39,32,46,85,418.0
L89.153,"Pressure ulcer of sacral region, stage 3",0.7222222218209876,0.3513513512563915,0.4727272681520662,13,5,24,37,179.0
L89.154,"Pressure ulcer of sacral region, stage 4",0.5833333332361111,0.7142857141399417,0.6422018297954718,35,25,14,49,191.0
L89.159,"Pressure ulcer of sacral region, unspecified stage",0.0,0.0,0.0,0,0,24,24,98.0
L89.210,"Pressure ulcer of right hip, unstageable",0.0,0.0,0.0,0,1,3,3,14.0
L89.214,"Pressure ulcer of right hip, stage 4",0.0,0.0,0.0,0,0,1,1,8.0
L89.220,"Pressure ulcer of left hip, unstageable",0.0,0.0,0.0,0,1,2,2,11.0
L89.224,"Pressure ulcer of left hip, stage 4",0.0,0.0,0.0,0,0,3,3,13.0
L89.301,"Pressure ulcer of unspecified buttock, stage 1",0.0,0.0,0.0,0,0,2,2,8.0
L89.302,"Pressure ulcer of unspecified buttock, stage 2",0.0,0.0,0.0,0,0,4,4,18.0
L89.309,"Pressure ulcer of unspecified buttock, unspecified stage",0.0,0.0,0.0,0,0,1,1,8.0
L89.310,"Pressure ulcer of right buttock, unstageable",0.0,0.0,0.0,0,0,7,7,21.0
L89.311,"Pressure ulcer of right buttock, stage 1",0.0,0.0,0.0,0,0,2,2,8.0
L89.312,"Pressure ulcer of right buttock, stage 2",0.0,0.0,0.0,0,0,13,13,50.0
L89.313,"Pressure ulcer of right buttock, stage 3",0.0,0.0,0.0,0,0,4,4,12.0
L89.314,"Pressure ulcer of right buttock, stage 4",0.0,0.0,0.0,0,1,3,3,13.0
L89.319,"Pressure ulcer of right buttock, unspecified stage",0.0,0.0,0.0,0,0,3,3,13.0
L89.320,"Pressure ulcer of left buttock, unstageable",0.0,0.0,0.0,0,1,8,8,30.0
L89.321,"Pressure ulcer of left buttock, stage 1",0.0,0.0,0.0,0,1,2,2,8.0
L89.322,"Pressure ulcer of left buttock, stage 2",0.4999999975,0.09090909082644627,0.15384615100591717,1,1,10,11,49.0
L89.323,"Pressure ulcer of left buttock, stage 3",0.0,0.0,0.0,0,0,4,4,13.0
L89.324,"Pressure ulcer of left buttock, stage 4",0.9999999900000002,0.1999999996,0.33333332944444444,1,0,4,5,24.0
L89.329,"Pressure ulcer of left buttock, unspecified stage",0.0,0.0,0.0,0,0,4,4,16.0
L89.529,"Pressure ulcer of left ankle, unspecified stage",0.0,0.0,0.0,0,0,1,1,8.0
L89.610,"Pressure ulcer of right heel, unstageable",0.0,0.0,0.0,0,6,12,12,55.0
L89.611,"Pressure ulcer of right heel, stage 1",0.0,0.0,0.0,0,0,6,6,15.0
L89.612,"Pressure ulcer of right heel, stage 2",0.0,0.0,0.0,0,0,5,5,22.0
L89.613,"Pressure ulcer of right heel, stage 3",0.0,0.0,0.0,0,1,3,3,13.0
L89.614,"Pressure ulcer of right heel, stage 4",0.0,0.0,0.0,0,0,2,2,8.0
L89.619,"Pressure ulcer of right heel, unspecified stage",0.0,0.0,0.0,0,0,9,9,28.0
L89.620,"Pressure ulcer of left heel, unstageable",0.2857142853061225,0.10526315783933518,0.1538461497928995,2,5,17,19,58.0
L89.621,"Pressure ulcer of left heel, stage 1",0.0,0.0,0.0,0,0,5,5,21.0
L89.622,"Pressure ulcer of left heel, stage 2",0.0,0.0,0.0,0,0,5,5,20.0
L89.623,"Pressure ulcer of left heel, stage 3",0.0,0.0,0.0,0,1,3,3,17.0
L89.624,"Pressure ulcer of left heel, stage 4",0.0,0.0,0.0,0,0,2,2,11.0
L89.629,"Pressure ulcer of left heel, unspecified stage",0.0,0.0,0.0,0,1,9,9,28.0
L89.810,"Pressure ulcer of head, unstageable",0.0,0.0,0.0,0,0,2,2,9.0
L89.890,"Pressure ulcer of other site, unstageable",0.0,0.0,0.0,0,0,7,7,37.0
L89.891,"Pressure ulcer of other site, stage 1",0.0,0.0,0.0,0,0,3,3,11.0
L89.892,"Pressure ulcer of other site, stage 2",0.0,0.0,0.0,0,1,8,8,41.0
L89.893,"Pressure ulcer of other site, stage 3",0.4999999975,0.16666666638888888,0.24999999562500003,1,1,5,6,19.0
L89.894,"Pressure ulcer of other site, stage 4",0.0,0.0,0.0,0,0,2,2,10.0
L89.899,"Pressure ulcer of other site, unspecified stage",0.0,0.0,0.0,0,0,12,12,37.0
L90.0,Lichen sclerosus et atrophicus,0.3333333331111111,0.7142857132653061,0.45454544979338846,5,10,2,7,31.0
L90.5,Scar conditions and fibrosis of skin,0.16666666638888888,0.1111111109876543,0.13333332835555572,1,5,8,9,48.0
L91.0,Hypertrophic scar,0.0,0.0,0.0,0,3,2,2,11.0
L91.8,Other hypertrophic disorders of the skin,0.0,0.0,0.0,0,0,3,3,13.0
L92.0,Granuloma annulare,0.9999999900000002,0.4999999975,0.6666666577777778,1,0,1,2,7.0
L92.8,Other granulomatous disorders of the skin and subcutaneous tissue,0.0,0.0,0.0,0,3,4,4,19.0
L92.9,"Granulomatous disorder of the skin and subcutaneous tissue, unspecified",0.0,0.0,0.0,0,0,3,3,15.0
L93.0,Discoid lupus erythematosus,0.749999999375,0.6923076917751478,0.719999994432,9,3,4,13,54.0
L94.0,Localized scleroderma [morphea],0.0,0.0,0.0,0,0,3,3,6.0
L94.2,Calcinosis cutis,0.0,0.0,0.0,0,2,1,1,9.0
L94.9,"Localized connective tissue disorder, unspecified",0.0,0.0,0.0,0,0,2,2,11.0
L95.8,Other vasculitis limited to the skin,0.26666666648888887,0.571428570612245,0.36363635896694213,4,11,3,7,33.0
L95.9,"Vasculitis limited to the skin, unspecified",0.0,0.0,0.0,0,0,3,3,14.0
L97.119,Non-pressure chronic ulcer of right thigh with unspecified severity,0.3333333322222222,0.1999999996,0.24999999468750006,1,2,4,5,16.0
L97.129,Non-pressure chronic ulcer of left thigh with unspecified severity,0.0,0.0,0.0,0,2,3,3,9.0
L97.211,Non-pressure chronic ulcer of right calf limited to breakdown of skin,0.0,0.0,0.0,0,0,4,4,14.0
L97.219,Non-pressure chronic ulcer of right calf with unspecified severity,0.4999999975,0.039999999984,0.07407407264746231,1,1,24,25,58.0
L97.221,Non-pressure chronic ulcer of left calf limited to breakdown of skin,0.0,0.0,0.0,0,0,3,3,15.0
L97.229,Non-pressure chronic ulcer of left calf with unspecified severity,0.1999999996,0.03703703702331961,0.06249999732421885,1,4,26,27,67.0
L97.311,Non-pressure chronic ulcer of right ankle limited to breakdown of skin,0.0,0.0,0.0,0,0,4,4,9.0
L97.319,Non-pressure chronic ulcer of right ankle with unspecified severity,0.49999999875,0.1111111110493827,0.181818178677686,2,2,16,18,61.0
L97.321,Non-pressure chronic ulcer of left ankle limited to breakdown of skin,0.0,0.0,0.0,0,0,3,3,16.0
L97.329,Non-pressure chronic ulcer of left ankle with unspecified severity,0.5999999988,0.10714285710459183,0.1818181791368228,3,2,25,28,75.0
L97.409,Non-pressure chronic ulcer of unspecified heel and midfoot with unspecified severity,0.0,0.0,0.0,0,0,1,1,8.0
L97.411,Non-pressure chronic ulcer of right heel and midfoot limited to breakdown of skin,0.0,0.0,0.0,0,0,5,5,26.0
L97.412,Non-pressure chronic ulcer of right heel and midfoot with fat layer exposed,0.0,0.0,0.0,0,0,2,2,8.0
L97.414,Non-pressure chronic ulcer of right heel and midfoot with necrosis of bone,0.0,0.0,0.0,0,0,4,4,18.0
L97.416,Non-pressure chronic ulcer of right heel and midfoot with bone involvement without evidence of necrosis,0.0,0.0,0.0,0,0,2,2,11.0
L97.418,Non-pressure chronic ulcer of right heel and midfoot with other specified severity,0.0,0.0,0.0,0,0,5,5,26.0
L97.419,Non-pressure chronic ulcer of right heel and midfoot with unspecified severity,0.4333333331888889,0.24999999995192307,0.3170731660142772,13,17,39,52,260.0
L97.421,Non-pressure chronic ulcer of left heel and midfoot limited to breakdown of skin,0.0,0.0,0.0,0,0,6,6,30.0
L97.424,Non-pressure chronic ulcer of left heel and midfoot with necrosis of bone,0.0,0.0,0.0,0,0,3,3,15.0
L97.426,Non-pressure chronic ulcer of left heel and midfoot with bone involvement without evidence of necrosis,0.0,0.0,0.0,0,0,3,3,17.0
L97.428,Non-pressure chronic ulcer of left heel and midfoot with other specified severity,0.0,0.0,0.0,0,0,4,4,19.0
L97.429,Non-pressure chronic ulcer of left heel and midfoot with unspecified severity,0.4489795917451062,0.3793103447621879,0.41121494822953975,22,27,36,58,281.0
L97.509,Non-pressure chronic ulcer of other part of unspecified foot with unspecified severity,0.0,0.0,0.0,0,1,4,4,18.0
L97.511,Non-pressure chronic ulcer of other part of right foot limited to breakdown of skin,0.0,0.0,0.0,0,0,16,16,48.0
L97.512,Non-pressure chronic ulcer of other part of right foot with fat layer exposed,0.0,0.0,0.0,0,0,2,2,10.0
L97.514,Non-pressure chronic ulcer of other part of right foot with necrosis of bone,0.0,0.0,0.0,0,0,8,8,41.0
L97.516,Non-pressure chronic ulcer of other part of right foot with bone involvement without evidence of necrosis,0.0,0.0,0.0,0,1,7,7,25.0
L97.518,Non-pressure chronic ulcer of other part of right foot with other specified severity,0.0,0.0,0.0,0,0,12,12,36.0
L97.519,Non-pressure chronic ulcer of other part of right foot with unspecified severity,0.49079754598215963,0.6153846153372781,0.5460750803503825,80,83,50,130,509.0
L97.521,Non-pressure chronic ulcer of other part of left foot limited to breakdown of skin,0.0,0.0,0.0,0,0,9,9,48.0
L97.522,Non-pressure chronic ulcer of other part of left foot with fat layer exposed,0.0,0.0,0.0,0,0,2,2,9.0
L97.524,Non-pressure chronic ulcer of other part of left foot with necrosis of bone,0.0,0.0,0.0,0,2,7,7,34.0
L97.526,Non-pressure chronic ulcer of other part of left foot with bone involvement without evidence of necrosis,0.0,0.0,0.0,0,1,6,6,20.0
L97.528,Non-pressure chronic ulcer of other part of left foot with other specified severity,0.0,0.0,0.0,0,0,8,8,41.0
L97.529,Non-pressure chronic ulcer of other part of left foot with unspecified severity,0.48453608244925067,0.6184210525908933,0.5433525961983361,94,100,58,152,498.0
L97.811,Non-pressure chronic ulcer of other part of right lower leg limited to breakdown of skin,0.0,0.0,0.0,0,0,10,10,19.0
L97.819,Non-pressure chronic ulcer of other part of right lower leg with unspecified severity,0.0,0.0,0.0,0,3,23,23,113.0
L97.821,Non-pressure chronic ulcer of other part of left lower leg limited to breakdown of skin,0.0,0.0,0.0,0,0,10,10,24.0
L97.829,Non-pressure chronic ulcer of other part of left lower leg with unspecified severity,0.1999999996,0.031249999990234374,0.05405405168736314,1,4,31,32,109.0
L97.909,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity,0.0,0.0,0.0,0,0,4,4,19.0
L97.911,Non-pressure chronic ulcer of unspecified part of right lower leg limited to breakdown of skin,0.0,0.0,0.0,0,0,2,2,8.0
L97.919,Non-pressure chronic ulcer of unspecified part of right lower leg with unspecified severity,0.7499999981250001,0.08108108105916727,0.14634146158239145,3,1,34,37,72.0
L97.921,Non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin,0.0,0.0,0.0,0,0,2,2,11.0
L97.929,Non-pressure chronic ulcer of unspecified part of left lower leg with unspecified severity,0.7142857132653061,0.1282051281722551,0.21739130167296788,5,2,34,39,79.0
L98.2,Febrile neutrophilic dermatosis [Sweet],0.8749999989062499,0.7777777769135802,0.8235294058131488,7,1,2,9,43.0
L98.411,Non-pressure chronic ulcer of buttock limited to breakdown of skin,0.0,0.0,0.0,0,0,3,3,11.0
L98.419,Non-pressure chronic ulcer of buttock with unspecified severity,0.249999999375,0.16666666638888888,0.1999999948000001,1,3,5,6,28.0
L98.429,Non-pressure chronic ulcer of back with unspecified severity,0.0,0.0,0.0,0,0,10,10,26.0
L98.491,Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin,0.0,0.0,0.0,0,0,7,7,34.0
L98.498,Non-pressure chronic ulcer of skin of other sites with other specified severity,0.0,0.0,0.0,0,0,2,2,11.0
L98.499,Non-pressure chronic ulcer of skin of other sites with unspecified severity,0.5384615380473372,0.17948717944115714,0.26923076537721896,7,6,32,39,118.0
L98.7,Excessive and redundant skin and subcutaneous tissue,0.0,0.0,0.0,0,1,4,4,20.0
L98.8,Other specified disorders of the skin and subcutaneous tissue,0.05882352937716263,0.04761904759637188,0.05263157397506971,1,16,20,21,78.0
L98.9,"Disorder of the skin and subcutaneous tissue, unspecified",0.21739130425330813,0.2777777776234568,0.24390243397977407,5,18,13,18,87.0
M00.011,"Staphylococcal arthritis, right shoulder",0.3999999992,0.6666666644444444,0.49999999406250006,2,3,1,3,17.0
M00.012,"Staphylococcal arthritis, left shoulder",0.37499999953124996,0.9999999966666667,0.5454545404958677,3,5,0,3,13.0
M00.051,"Staphylococcal arthritis, right hip",0.3333333330555555,0.7999999984,0.47058823058823535,4,8,1,5,17.0
M00.052,"Staphylococcal arthritis, left hip",0.0,0.0,0.0,0,1,3,3,16.0
M00.061,"Staphylococcal arthritis, right knee",0.2857142853061225,0.2857142853061225,0.28571428030612256,2,5,5,7,33.0
M00.062,"Staphylococcal arthritis, left knee",0.2222222220987654,0.7999999984,0.34782608325141784,4,14,1,5,26.0
M00.251,"Other streptococcal arthritis, right hip",0.3333333322222222,0.9999999900000002,0.49999999375000004,1,2,0,1,8.0
M00.262,"Other streptococcal arthritis, left knee",0.0,0.0,0.0,0,0,1,1,7.0
M00.811,"Arthritis due to other bacteria, right shoulder",0.3333333322222222,0.9999999900000002,0.49999999375000004,1,2,0,1,8.0
M00.851,"Arthritis due to other bacteria, right hip",0.0,0.0,0.0,0,0,3,3,13.0
M00.852,"Arthritis due to other bacteria, left hip",0.0,0.0,0.0,0,1,3,3,15.0
M00.861,"Arthritis due to other bacteria, right knee",0.16666666638888888,0.14285714265306124,0.15384614863905344,1,5,6,7,17.0
M00.862,"Arthritis due to other bacteria, left knee",0.0,0.0,0.0,0,0,3,3,11.0
M00.9,"Pyogenic arthritis, unspecified",0.249999999375,0.05555555552469135,0.09090908785123977,1,3,17,18,90.0
M02.30,"Reiter's disease, unspecified site",0.0,0.0,0.0,0,0,2,2,8.0
M04.1,Periodic fever syndromes,0.3999999992,0.999999995,0.5714285657142857,2,3,0,2,11.0
M05.10,Rheumatoid lung disease with rheumatoid arthritis of unspecified site,0.9999999900000002,0.3333333322222222,0.49999999375000004,1,0,2,3,12.0
